Class,Email
Account,Login codes for next week <NAME> I hope that youve had a good week I cant believe <DATE> is here already Could I please have the following OSS learn login codes Could you also please enable the <PRODUCT> tab for both customers <COMPANY> customer id <NUMBER> <NAME> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,Login codes for next week All Can I please have the login codes to OSS learn for the following companies <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,Login Codes for Next Week All Can I please have the login codes to OSS learn for the following companies <PRODUCT> Customer id <NUMBER> <COMPANY> Customer id <NUMBER> <COMPANY> Customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,login codes for next weeks OSS training All Can I please have the login codes to OSS learn for the following companies <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,Login Codes for NWeek All Can I please have the login codes to OSS learn for the following companies <COMPANY> Customer id <NUMBER> <COMPANY> Customer id <NUMBER> <COMPANY> Customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,Login codes for this week All Can I please have the login codes to OSS for the following companies <COMPANY> <NUMBER> Learn login code for <PRODUCT> training <COMPANY> <NUMBER> Learn login code for <PRODUCT> training <COMPANY> <NUMBER> Learn login code for <PRODUCT> training <COMPANY> <NUMBER> Learn login code for <PRODUCT> training <COMPANY> <NUMBER> Learn Login code for <NAME> OSS training <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,Login codes for this weeks OSS training All Can I please have the login codes to OSS learn for the following companies <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,Login codes for this weeks training <NAME> Could I please have the following companies set up for training this week <COMPANY> customer id <NUMBER> <PRODUCT> on learn OSS <COMPANY> customer id <NUMBER> <PRODUCT> on learn OSS <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,login codes to OSS All Can I please have the login codes to OSS learn for the customers listed below <COMPANY> customer id <COMPANY> customer id <COMPANY> customer id <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,Login Codes to OSS for this week <NAME> Can I please have the login codes for the following customers please <COMPANY> customer id <NUMBER> OSS LEARN LOGIN <COMPANY> and <COMPANY> customer id <NUMBER> OSS LEARN LOGIN <COMPANY> customer id <NUMBER> OSS LEARN <PRODUCT> <COMPANY> <PRODUCT> customer id <NUMBER> OSS LEARN <PRODUCT> TAB <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,Login Codes to OSS for this week <NAME> Can I please have the login codes for the following customers please <COMPANY> customer id <NUMBER> OSS LEARN LOGIN <COMPANY> customer id <NUMBER> OSS LEARN LOGIN <COMPANY> customer id <NUMBER> OSS LEARN <PRODUCT> TAB <COMPANY> customer id <NUMBER> OSS LEARN <PRODUCT> TAB <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,Login codes to OSS for training All Can I please have the learning login codes to OSS for the following companies <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> New Manager email address <EMAIL> <EMAIL> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,Login Codes to OSS learn All Can I please have the learn login codes to OSS for the following companies <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,Login details Hey Can someone please supply <NAME> at <COMPANY> his OSS login details as he is trying to login in regards to the screw recall His email is <EMAIL> <EMAIL> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,Login to <COMPANY> ID <NUMBER> <NAME> from <COMPANY> has issues to login in OSS Below details was given to him Email <EMAIL> <EMAIL> Could you check if they have been blocked please As apparently he has tried several times to login Please provide full link in case he is missing any login details <NAME> <NAME> <NAME> <EMAIL> 
Account,New Customers for QUOTE Only Access Could you please provide the OSS links for Quote only Access for the following new customers <NUMBER> Name <COMPANY> <NUMBER> Name <COMPANY> <EMAIL>
Account,New Direct Customer Could you please provide the login details for QUOTE ONLY for the following customer Customer <COMPANY> <NUMBER> <EMAIL>
Account,New Direct Customer Could you please send me the login details for the following customer QUOTE ONLY ID <NUMBER> <COMPANY> <EMAIL> <EMAIL> <EMAIL>
Account,New Direct Customer for OSS Quote Only Could you please provide the OSS links for Quote Only Access for the following customer <NUMBER> NAME <COMPANY> <EMAIL>
Account,New Direct Customer OSS Quote Only Access OSS Could you please send the login details for the following customer <NUMBER> Name <COMPANY> <EMAIL>
Account,New Direct Customer OSS Quote Only Access Please could you provide the following customer access to the OSS Quote Only <NUMBER> Customer <COMPANY> <EMAIL>
Account,New DIRECT Customer OSS Support Please could you send me some login details for the following New DIRECT Customer Customer <COMPANY> <NUMBER> Require QUOTING ONLY ACCESS <EMAIL>
Account,New Direct Customer OSS System QUOTE ONLY Could you please provide QUOTE ONLY login details for the following New Direct Customer Customer <COMPANY> <NUMBER> <EMAIL>
Account,New Look Homes customer id <NUMBER> <NAME> Could you please set up a new login code to the OSS learn programme for <NAME> who I trained today <NAME> email address is <EMAIL> <EMAIL> Could you please allow access to the <PRODUCT> tab for her too <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,New Onboarding customer <COMPANY> <NUMBER> OSS Support Could you please supply the login details for this customer for QUOTE ONLY access <EMAIL>
Account,New Onboarding Customer <COMPANY> OSS Can I please request the OSS Links for QUOTE ONLY for the following customer ID <NUMBER> <COMPANY> <EMAIL>
Account,New Onboarding Customer Could you please provide login details for the following customer Quote Only Access <NUMBER> NAME <COMPANY> <EMAIL>
Account,New Onboarding Customer Could you please provide me the login details for the customer below this is for QUOTE ONLY on OSS we will advise when this customer can have access to Live Ordering Customer <COMPANY> No <NUMBER> Contact Name <NAME> <NAME> Email Address <EMAIL> <EMAIL> <EMAIL>
Account,New Onboarding Customer Could you please send me Login details for the customer below this is for QUOTE ONLY access we will advise when they can have LIVE Ordering Customer <COMPANY> ID No <NUMBER> Contact Name <NAME> Email Address <EMAIL> <EMAIL> <EMAIL>
Account,New Onboarding Customer Could you please send the login details for the following customers Name <COMPANY> <NUMBER> <COMPANY> <NUMBER> <EMAIL>
Account,New Onboarding Customer OSS Could you please provide us the login details for the following company ID <NUMBER> Customer <COMPANY> <EMAIL>
Account,New Onboarding Direct Customer Could you please allocate the login details for the following new customer Quote Only <COMPANY> ID <NUMBER> <EMAIL>
Account,New Onboarding Direct Customers All Could you please provide me the login details for the following customers <COMPANY> <NUMBER> <COMPANY> <NUMBER> <EMAIL>
Account,New OSS Account <COMPANY> ID <NUMBER> <NAME> Ive just spoken to <NAME> from <COMPANY> ID <NUMBER> This is the company that have bought out <COMPANY> ID <NUMBER> I informed <NAME> that he will no longer be able to use the old OSS account for <COMPANY> for placing quotes or orders You disabled the ordering on this account last week so they are unable to place orders on this account anyway <NAME> was fine with this I advised him that we will need to create a new OSS account for <COMPANY> He asked if the new account could be set up with the following email address as the username <EMAIL> <EMAIL> Can you please set up the new account and send me the link with the login details once done <NAME> confirmed that they would still like to have access to the old OSS account to view quotations I told him that this shouldnt be a problem so can we please not deactivate the old OSS account for the time being If you need anything else just let me know Many <NAME> <NAME> <EMAIL> 
Account,New OSS Account <NUMBER> <COMPANY> Can you please create a new OSS account for the following customer Customer <NUMBER> Company <COMPANY> Contact <NAME> <NAME> Please use the following email address as the user log in <EMAIL> <EMAIL> This customer doesnt require any OSS training and can be set up as LIVE <NAME> has worked with us previously through another company <NUMBER> <COMPANY> however his partner is retiring at the end of the year so hes going solo with this new company <COMPANY> <NAME> <NAME> has confirmed this and has asked if they can be set up Live on OSS ASAP as <NAME> is keen to start placing orders on the new account <NAME> also confirmed that he would like the OSS account for <COMPANY> to remain open for the time being as he still needs access to existing orders quotations and that orders will still be placed on this account up until <DATE> He said he will advise when this account can be closed but it will definitely be in <DATE> When this is confirmed I will be sure to pass this on Once the new OSS account is set up please confirm the log in credentials so I can this to the customer <NAME> I thought Id copying you in as Im not sure needed to be kept in the loop on these type of things I dont believe anything needs to be actioned your end <EMAIL>
Account,Onboarding Customers OSS Below are Onboarding customers that joined us prior to the decision about all new Customers having access to Quote Only on OSS could you please provide the login details for these customers <COMPANY> <NUMBER> <COMPANY> <NUMBER> <COMPANY> <NUMBER> <COMPANY> <NUMBER> <COMPANY> <NUMBER> <COMPANY> <NUMBER> <COMPANY> <NUMBER> <COMPANY> <NUMBER> <COMPANY> <NUMBER> <EMAIL>
Account,Origin Credentials Could you provide credential for the below company please <COMPANY> <NUMBER> <EMAIL> <EMAIL> <NAME>
Account,Origin Frames Can I please have learner logins for <COMPANY> <NUMBER> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,Origin Frames Can you please send me login details for live quoting only for the below customer <COMPANY> <NUMBER> thanks <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,Origin Sale Safe OSS <PRODUCT> Login Codes All Can you please provide the <PRODUCT> tab login codes to OSS for the following customers <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,OSS <COMPANY> <NAME> from <COMPANY> <NUMBER> has called this to let us know that his employee <NAME> is no longer working for <COMPANY> and has asked for his OSS account to be deleted Please can you action this <NAME>
Account,OSS access Quote Only OSS Could you please supply OSS access for Quote only for the following customer please Cust ID <NUMBER> <COMPANY> Direct Customer <EMAIL>
Account,OSS Credentials <COMPANY> Could you provide Oss Quote only credential for the below company <COMPANY> <NUMBER> <EMAIL> <EMAIL> thanks <NAME>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below customer live on OSS but as QUOTE ONLY <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below DIRECT customer live on OSS but as QUOTE ONLY <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below DIRECT customer live on OSS but as QUOTE ONLY <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below DIRECT customer live on OSS but as QUOTE ONLY <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Customer quotes login codes for <NAME> All <NAME> from <ADDRESS> is going to be assisting our customers with OSS Can you please send her a login link and access code for both the learn version and the live version of OSS Could you also please confirm that when the user is listed as Origin Service on Easiadmin that this means the customer has used OSS to place their own quote <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,OSS for Quote Only Please could you supply the links for OSS Quote Only for the following companies <NUMBER> Name <COMPANY> <NUMBER> Name <COMPANY> <EMAIL>
Account,OSS learn log ins Can you please send me the learn log ins for <COMPANY> and <PRODUCT> ID <NUMBER> Cheers <NAME> <NAME> <NUMBER> <EMAIL> 
Account,OSS Learn login codes for next week All Can I please have the login codes to OSS learn for the following companies <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,OSS learn login details <COMPANY> <NUMBER> <ADDRESS> ID <NUMBER> Could you please send login details for the above account email address to use is <EMAIL> <EMAIL> training has been booked for <NUMBER> <NUMBER> <NUMBER> <NAME>
Account,OSS Learn Login Details <COMPANY> <NUMBER> Please can I have the Learn login details for <NAME> at <COMPANY> please <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>
Account,OSS Live link Quote only <NUMBER> Could you please send across the live link to <NAME> at <COMPANY> ID <NUMBER> Please note they would only like the system to be quote only <NAME> I have updated the tab on EA for training
Account,OSS LIVE QUOTE ONLY <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NAME> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <NAME> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> <NAME> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LIVE QUOTE ONLY ID <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS LOG IN <NUMBER> <COMPANY> Please could you advise if the above account is set up on oss Customer advised that they used to be <NUMBER> id and were live on OSS then <NAME> advised them they are now under a new account <NUMBER> and that all their details would be transferred to it including the oss log in however customer advises they cannot log in <NAME> <EMAIL> <EMAIL> <NAME> <NAME>
Account,OSS log in Can you please send me <COMPANY> companys ID <NUMBER> learn site log in Cheers <NAME> <NAME> <NUMBER> <EMAIL> 
Account,OSS log in codes for training All Can I please have the log in codes to OSS learn for the following companies <COMPANY> customer id <NUMBER> <COMPANY> <NUMBER> customer id <NUMBER> <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,OSS log in Please can you set this guy up as a user for oss under the account <NUMBER> <COMPANY> <EMAIL> <EMAIL> <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>
Account,Oss log ins Can you please send me the link to train <COMPANY> <NUMBER> Please can you ensure it has <PRODUCT> on it as well and the login details and passwords <NAME> <NAME> <NUMBER> <EMAIL>
Account,OSS Login Code <COMPANY> customer id <NUMBER> All Can I please have the OSS learn login code for <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,OSS Login code for <COMPANY> <NUMBER> <NAME> Could I please have the login code to OSS for the following customer <COMPANY> customer id <NUMBER> learn link for <PRODUCT> training <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,OSS Login Codes <NAME> Can I please have the <PRODUCT> learn tab set up for the following customers <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,OSS Login Codes for Nest Week <NAME> Could I please have the OSS login codes for the following customers for next weeks training <COMPANY> customer id <NUMBER> <PRODUCT> learn access codes for <EMAIL> <EMAIL> <EMAIL> and <EMAIL> <COMPANY> customer id <NUMBER> OSS learn access code <NAME> already has live for quoting only access but Im going over to train him on <DATE> <COMPANY> customer id <NUMBER> <PRODUCT> learn access code <COMPANY> customer id <NUMBER> OSS learn access code for <EMAIL> <EMAIL> <NAME> is already live on OSS but <NAME> is new to OSS Hope this isnt too confusing <NAME> Im finding that Im revisiting a lot of customers now who have new employees to train so they quite often have some employees live whilst others are training Have a great weekend Best <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,OSS Login codes for nweek <NAME> Could you please set up the following customers with the login codes as requested below <COMPANY> customer id <NUMBER> <PRODUCT> tab on the learn programme <COMPANY> customer id <NUMBER> <PRODUCT> tab on the learn programme You have already set up <COMPANY> customer id <NUMBER> with the <PRODUCT> tab on the learn programme for me <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,OSS Login codes for this week All Can I please have the login codes to OSS for the following companies <COMPANY> customer id <NUMBER> learn login code for <NAME> a new employee <EMAIL> <EMAIL> <COMPANY> customer id <NUMBER> learn login code for new employees <EMAIL> <EMAIL> and <EMAIL> <EMAIL> <COMPANY> customer id <NUMBER> learn login code for new employee <EMAIL> <EMAIL> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,OSS Login codes for this weeks training <NAME> Can I please have the following login codes to OSS for this weeks training <COMPANY> customer id <NUMBER> learn <PRODUCT> login codes <COMPANY> customer id <NUMBER> learn login codes <COMPANY> customer id <NUMBER> learn <PRODUCT> login codes for <EMAIL> <EMAIL> <EMAIL> <EMAIL> <NAME> O <EMAIL> <EMAIL> There are two more email addresses for <COMPANY> that I will send you tomorrow <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>
Account,OSS Login codes for this weeks training All Can I please have the login codes to OSS learn for the following companies <COMPANY> customer id <NUMBER> <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,OSS Login Details Just had a call from the customer requesting his new employee to be set up on OSS with his own account The customer ID is <NUMBER> <COMPANY> <NAME> <EMAIL> <EMAIL> Are you able to create an account for him and send him a password please <NAME> <NAME> <NAME> <EMAIL> 
Account,OSS login details Please can I have the OSS training login details for <COMPANY> <NUMBER> and <COMPANY> <NUMBER> <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL> 
Account,OSS Login Password OSS This is an Onboarding Customer they require one generic OSS Login Password please If you could kindly send it to <NAME> at the email address below <NAME> <EMAIL> <EMAIL> Company details are Name <COMPANY> Cust ID <NUMBER> Email Address <EMAIL> <EMAIL> Hope this is enough information for you if you require anything else give me a shout <NAME> <NAME> <EMAIL> <EMAIL> 
Account,OSS Online Quoting System Can I please ask for Login details etc for the following company to have access to OSS QUOTE ONLY <COMPANY> <NUMBER> <NAME> <EMAIL>
Account,OSS Query <COMPANY> Just had a call from <NAME> at <COMPANY> He used to be the manager of <COMPANY> and has his login details for OSS Would it be possible to change his OSS account from <COMPANY> <NUMBER> to <COMPANY> <NUMBER> <NAME> <NAME> <NAME> <EMAIL> 
Account,OSS Quote Credential <NUMBER> Could you provide Oss Quote only credential to the below customer <COMPANY> ID <NUMBER> Email <EMAIL> <EMAIL> <NAME>
Account,OSS Quote Live Credentials <NUMBER> Could I request credential for OSS Live Quote Only please <EMAIL> <EMAIL> <COMPANY> <NUMBER> <NAME>
Account,OSS QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Direct customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer
Account,OSS QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>
Account,OSS Quote Only Access Could we please have the links for OSS Quote only for the following customer Customer <NUMBER> Name <COMPANY> <EMAIL>
Account,OSS Quote Only Access Login Details Required Could you please provide the QUOTE ONLY login details for the following customers <COMPANY> <NUMBER> <COMPANY> <NUMBER> <EMAIL>
Account,OSS Quote Only access OSS Support Could you please provide the following company with OSS access for QUOTE ONLY ID <NUMBER> <COMPANY> <EMAIL>
Account,OSS Quote Only Can we have the OSS Quote Only links for the following customer <NUMBER> Name <COMPANY> <EMAIL>
Account,OSS quote only Credential Could you provide OSS Quote only credential for the below customer please <COMPANY> <NUMBER> Email <EMAIL> <EMAIL> <NAME>
Account,OSS Quote only Credentials ID <NUMBER> <NAME> will visit this customer tomorrow by <NUMBER> am He is going to train them in OSS could you provide credential for Quote Only please Company ID <NUMBER> <COMPANY> User <EMAIL> <EMAIL>
Account,OSS Quote Only OSS Could you please provide OSS login details for the following customer <COMPANY> ID <NUMBER> <EMAIL>
Account,OSS SET UP <COMPANY> <COMPANY> <NUMBER> <NUMBER> <NAME> has rang in asking if we can set up <NUMBER> again with OSS using an email address of <EMAIL> this email is being currently used for <NUMBER> but they would like for this account to be set up with <EMAIL> <EMAIL> Please could you let me know once this is done as I need to let the customer know <NAME> <NAME>
