Class,Email
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['EA locked out guys Could someone reset my easy admin please it booted me out then kept telling me my password was wrong and has now locked me out']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Account locked Good morning My easy admin wont let me log in it keeps coming up with user account is locked please contact your system administrator Could you help with this matter please']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['password Can you unlock my password for easiadmin please thanks']
Access,['Locked out guys Ive managed to lock myself out of EA by entering the wrong password <NUMBER> times']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Access,['RE Account locked <NAME> I need a new password again the same thing has happened I am putting the right password in too as soon as I put it in first time just now it said straight away account locked whereas yesterday it was fine sorry about this']
Action,['Onboarding Direct Report <NAME> Could I ask a couple of things for me please Add in EA in the Internal Sales tab Try Oss this is to categorize the customer that contact us to try OSS through our Website Report I need a report with the companies that are Direct or Onboarding in Internal Sales or Business Manager on EA Need to check they are correctly allocated or amend them properly as would required a revenue report later Revenue Report Able to run a <TIME> report selecting only currently Onboarding and Direct customers I did this before but it is run all the BDMs and could be possible to do it individually Let me know if you need further information as I can speak to you directly if you dont understand anything in advance']
Action,['Add User Request to add user <NAME> Team I need to add the following business manager re to Easi Admin <NAME> and have a wonderful <TIME> <NAME> <NAME>']
Action,['OSS Confirming Is there a possibility of amending OSS to allow to confirm all products at once At the moment it asks to include each item individually however when we are processing large orders with over <COMPANY> it is quite time taking to go through and tick individually I will attach a picture below please advise']
Action,['<PRODUCT> request <COMPANY> customer id <NUMBER> All <COMPANY> have asked if it could be possible to make the <PRODUCT> below available on OSS This would have a <PRODUCT> in the two mid sashes <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['Business Manager amendments <NAME> is going to look after several customers and we have discovered her name is not correct Could someone amend her surname to show <NAME> <NAME> please <NAME>']
Action,['Product Displaying Data I would like to suggest a change to the product displaying tick boxes on the Customer general tab in EA to allow it to show both the <STYLE> <STYLE> <PRODUCT> separately Here is what I think would work best Change current <PRODUCT> Displaying Agent to <STYLE> Displaying Agent and leave boxes ticked as they are Change current Blinds Displaying Agent to <STYLE> Displaying Agent and untick all boxes We will then gather the information on all customers who are now displaying the new <STYLE> <PRODUCT> and manually tick those boxes You <NAME> already have plans in the pipeline to make these changes so apologies if I am duplicating a request Please let me know <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> <EMAIL>']
Action,['<PRODUCT> improvement request Can we please look into getting the letterplate position shown accurately on the drawing for a <PRODUCT> At the moment we are having to fund remakes as the customer is requesting bottom of the <PRODUCT> and the letter plate is being prepped a third of the way up I would also like the handle position to be specified this is a set measurement so I would hope that this would be easy to put on the drawing for sign off <NAME> <NAME> <NAME> <EMAIL> ']
Action,['<STYLE> Config Are we able to add a <NUMBER> configuration to the <STYLE> <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>']
Action,['Updates Notification Please can a brief notification be sent to us pre any Easiadmin updates A <TIME> in advance would be ideal This as we need to update the server Logikal runs on without users in any session Its not a huge issue but causes <NUMBER> <NUMBER> <TIME> downtime when we need to organise all users to stop working log out install test log back in This could be done by way of a support ticket sent in or an email <NAME>']
Action,['Add User Request to add user <NAME> Team I need to add the following business manager re to Easi Admin <NAME> and have a wonderful <TIME> <NAME> <NAME>']
Action,['OSS Confirming Is there a possibility of amending OSS to allow to confirm all products at once At the moment it asks to include each item individually however when we are processing large orders with over <COMPANY> it is quite time taking to go through and tick individually I will attach a picture below please advise']
Action,['Business Manager amendments <NAME> is going to look after several customers and we have discovered her name is not correct Could someone amend her surname to show <NAME> <NAME> please <NAME>']
Action,['FW Signed UK order for US <PRODUCT> order <NUMBER> Glass size issue Mullions Transoms in all fixed <PRODUCT> for the US have the legs removed as part of the manufacturing process which is why we are deliberately adding an extra <LENGTH> to glass sizes for US fixed <PRODUCT> Im pretty sure Logikal isnt reflecting this so we should be using the OSS glass dimensions <NAME>']
Action,['FW Missing Designs on OSS All Can you please see the attached <PRODUCT> designs that <NAME> has requested be added to OSS <NAME> ']
Action,['OSS Confirming Is there a possibility of amending OSS to allow to confirm all products at once At the moment it asks to include each item individually however when we are processing large orders with over <COMPANY> it is quite time taking to go through and tick individually I will attach a picture below please advise']
Action,['<STYLE> Work Sheets Im not sure who the best person is to talk to regarding this I know OSS is creating a work sheet for each <STYLE> <PRODUCT> but would it be possible to get the lock added so the in the factory know which lock to pick I have attached a copy of the rules which states lock sizes on pages <NUMBER> <NUMBER> Any questions please give me a shout <NAME> <NAME> <NAME> Research and Development <EMAIL>']
Action,['FW Signed UK order for US <PRODUCT> order <NUMBER> Glass size issue Mullions Transoms in all fixed <PRODUCT> for the US have the legs removed as part of the manufacturing process which is why we are deliberately adding an extra <LENGTH> to glass sizes for US fixed <PRODUCT> Im pretty sure Logikal isnt reflecting this so we should be using the OSS glass dimensions <NAME>']
Action,['Business Manager amendments <NAME> is going to look after several customers and we have discovered her name is not correct Could someone amend her surname to show <NAME> <NAME> please <NAME>']
Action,['Barrel options on OSS All We are still showing Magnum as an upgrade option for the barrels on OSS Can you please let me know if this can be changed to read ATK Please see the image below <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['<COMPANY> <NUMBER> OSS Project Specification On the project spec for <COMPANY> <NUMBER> under <PRODUCT> <PRODUCT> please can you amend the panel colour to be <COLOUR> not <COLOUR> as a standard to match the frames <NAME>']
Action,['<PRODUCT> Thought Id flag this If Im trying to process an order and say its got the below details I have two options a single <PRODUCT> or a <PRODUCT> If I opt for the <NUMBER> leaf itll have an EF number associated On the other front I can have the same option in the <PRODUCT> section but it will have an RD number associated I also get more choice if I put it through as a <PRODUCT> My question is is it worth having the <NUMBER> <PRODUCT> option in the <PRODUCT> section The same applies to <PRODUCT> We have the same product going out to market but can be identified with two variants of the registration details We are potentially sending out wrong certificates end prereg post reg packs to homeowners <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> ']
Action,['OSS Documentation Bit of an urgent one here on the word template that creates the OSS consumer specification document we are in need of the back page being replaced updated This is because the guarantee has changed to now say up to <TIME> rather than advertising a flat <TIME> one Therefore I have had the USP sheet updated and attached it for it to be swapped out with the one thats on there at the moment Additionally in the letter could you change the one paragraph in the letter that mentions the guarantee to say the following please Designed to perform and built to last all Origin products are exceptionally crafted in the state of the art based factory and come with an industry leading guarantee of up to <TIME> for absolute peace of mind Could you let me know when this can be looked at please We have had a couple of customers in marine environments complain about it to us <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['Stock <PRODUCT> <PRODUCT> Glass Types Regarding the stock panels with glazing the only glazing option type we stock is the matt finish we have a couple of orders with clear glazing that are on the <NUMBER> <TIME> lead We have been emailed by purchasing advising we need to contact customers advising of the longer lead times <NAME> <NAME> South Region <NUMBER> <NUMBER>']
Action,['Business Manager amendments <NAME> is going to look after several customers and we have discovered her name is not correct Could someone amend her surname to show <NAME> <NAME> please <NAME>']
Action,['Order Confirmation Now the requirement for people to their guarantee is no longer necessary we are going to need to tell partners of the relevant information that still needs to be passed across to their customers Therefore could the following be added onto the OSS order confirmation please for choosing Origin These products are guaranteed for up to <TIME> depending on location from the date of delivery and theres no need for your customer to register their guarantee as this is all taken care of Please see the following links for some useful information Terms and conditions of the warranty <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['Add User Request to add user <NAME> Team I need to add the following business manager re to Easi Admin <NAME> and have a wonderful <TIME> <NAME> <NAME>']
Action,['<STYLE> Config Are we able to add a <NUMBER> configuration to the <STYLE> <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>']
Action,['Barrel options on OSS All We are still showing Magnum as an upgrade option for the barrels on OSS Can you please let me know if this can be changed to read ATK Please see the image below <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['Confusion caused by small renders and no meaningful identification of the master <PRODUCT> Today we have had another instance where a trade customer has had to reorder a <NUMBER> fold <PRODUCT> set <NUMBER> where the small size of the OSS drawing and the lack of any Master <PRODUCT> identification has made is very confusing for them Is there any chance we can increase the size of the renders to a sensible size as used by most trade software and or <NAME> the master <PRODUCT> with the letter M Regards <NAME> ']
Action,['OSS Documentation Bit of an urgent one here on the word template that creates the OSS consumer specification document we are in need of the back page being replaced updated This is because the guarantee has changed to now say up to <TIME> rather than advertising a flat <TIME> one Therefore I have had the USP sheet updated and attached it for it to be swapped out with the one thats on there at the moment Additionally in the letter could you change the one paragraph in the letter that mentions the guarantee to say the following please Designed to perform and built to last all Origin products are exceptionally crafted in the state of the art based factory and come with an industry leading guarantee of up to <TIME> for absolute peace of mind Could you let me know when this can be looked at please We have had a couple of customers in marine environments complain about it to us <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['<STYLE> Work Sheets Im not sure who the best person is to talk to regarding this I know OSS is creating a work sheet for each <STYLE> <PRODUCT> but would it be possible to get the lock added so the in the factory know which lock to pick I have attached a copy of the rules which states lock sizes on pages <NUMBER> <NUMBER> Any questions please give me a shout <NAME> <NAME> <NAME> Research and Development <EMAIL>']
Action,['Emergency Exit Compliant Just thought Id bring to your attention that one of our customers says OSS is wrong because we are working out our emergency exit sizes for our top hung <PRODUCT> the same as side hung Apparently top hung <PRODUCT> have different requirements']
Action,['<PRODUCT> Thought Id flag this If Im trying to process an order and say its got the below details I have two options a single <PRODUCT> or a <PRODUCT> If I opt for the <NUMBER> leaf itll have an EF number associated On the other front I can have the same option in the <PRODUCT> section but it will have an RD number associated I also get more choice if I put it through as a <PRODUCT> My question is is it worth having the <NUMBER> <PRODUCT> option in the <PRODUCT> section The same applies to <PRODUCT> We have the same product going out to market but can be identified with two variants of the registration details We are potentially sending out wrong certificates end prereg post reg packs to homeowners <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> ']
Action,['Emergency Exit Compliant Just thought Id bring to your attention that one of our customers says OSS is wrong because we are working out our emergency exit sizes for our top hung <PRODUCT> the same as side hung Apparently top hung <PRODUCT> have different requirements']
Action,['Stock <PRODUCT> <PRODUCT> Glass Types Regarding the stock panels with glazing the only glazing option type we stock is the matt finish we have a couple of orders with clear glazing that are on the <NUMBER> <TIME> lead We have been emailed by purchasing advising we need to contact customers advising of the longer lead times <NAME> <NAME> South Region <NUMBER> <NUMBER>']
Action,['Updates Notification Please can a brief notification be sent to us pre any Easiadmin updates A <TIME> in advance would be ideal This as we need to update the server Logikal runs on without users in any session Its not a huge issue but causes <NUMBER> <NUMBER> <TIME> downtime when we need to organise all users to stop working log out install test log back in This could be done by way of a support ticket sent in or an email <NAME>']
Action,['Order Confirmation Now the requirement for people to their guarantee is no longer necessary we are going to need to tell partners of the relevant information that still needs to be passed across to their customers Therefore could the following be added onto the OSS order confirmation please for choosing Origin These products are guaranteed for up to <TIME> depending on location from the date of delivery and theres no need for your customer to register their guarantee as this is all taken care of Please see the following links for some useful information Terms and conditions of the warranty <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['FW Signed UK order for US <PRODUCT> order <NUMBER> Glass size issue Mullions Transoms in all fixed <PRODUCT> for the US have the legs removed as part of the manufacturing process which is why we are deliberately adding an extra <LENGTH> to glass sizes for US fixed <PRODUCT> Im pretty sure Logikal isnt reflecting this so we should be using the OSS glass dimensions <NAME>']
Action,['Product Displaying Data I would like to suggest a change to the product displaying tick boxes on the Customer general tab in EA to allow it to show both the <STYLE> <STYLE> <PRODUCT> separately Here is what I think would work best Change current <PRODUCT> Displaying Agent to <STYLE> Displaying Agent and leave boxes ticked as they are Change current Blinds Displaying Agent to <STYLE> Displaying Agent and untick all boxes We will then gather the information on all customers who are now displaying the new <STYLE> <PRODUCT> and manually tick those boxes You <NAME> already have plans in the pipeline to make these changes so apologies if I am duplicating a request Please let me know <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> <EMAIL>']
Action,['Re Urgent <STYLE> Cutting lengths HI <NAME> Amendments will be required on the transom lengths The deductions in OSS are at odds with <PRODUCT> Designer and the Master spreadsheet for some reason Were just testing the theoretical deductions against the reallife tolerances that <NAME> is experiencing on a <AREA> config in Production this is about as unforgiving as it gets <NAME> will report back on the deductions were testing and then we can update OSS <NAME>']
Action,['OSS Documentation Bit of an urgent one here on the word template that creates the OSS consumer specification document we are in need of the back page being replaced updated This is because the guarantee has changed to now say up to <TIME> rather than advertising a flat <TIME> one Therefore I have had the USP sheet updated and attached it for it to be swapped out with the one thats on there at the moment Additionally in the letter could you change the one paragraph in the letter that mentions the guarantee to say the following please Designed to perform and built to last all Origin products are exceptionally crafted in the state of the art based factory and come with an industry leading guarantee of up to <TIME> for absolute peace of mind Could you let me know when this can be looked at please We have had a couple of customers in marine environments complain about it to us <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['SAGE Customers via API EA Team As part of the customer integration please can we have a button on EA to push through a customer to SAGE on demand via the API This is required for customers for whom we want to raise a <PRODUCT> quote order on SAGE <NAME> I think well also need to transfer the sales rep info and therefore set up some mapping of rep data in EA to SAGE If we dont do this from the start then our rep data reporting will be inaccurate and well need to do further updates to the SAGE rep data in the future to remedy this Can you confirm if you also feel this is required If we have this data in place do we need to carry across the rep in the order integration too <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>']
Action,['Commercial Gear Boxes in OSS <NAME> Can we have commercial gearboxes added as an option in the configurations in OSS We are doing more commercial projects and would like to be able to quote and order this when needed Standard Gear Box each <NUMBER> Commercial Gear Box each <NUMBER> <NAME> <NAME> <EMAIL> ']
Action,['<PRODUCT> Thought Id flag this If Im trying to process an order and say its got the below details I have two options a single <PRODUCT> or a <PRODUCT> If I opt for the <NUMBER> leaf itll have an EF number associated On the other front I can have the same option in the <PRODUCT> section but it will have an RD number associated I also get more choice if I put it through as a <PRODUCT> My question is is it worth having the <NUMBER> <PRODUCT> option in the <PRODUCT> section The same applies to <PRODUCT> We have the same product going out to market but can be identified with two variants of the registration details We are potentially sending out wrong certificates end prereg post reg packs to homeowners <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> ']
Action,['<STYLE> Work Sheets Im not sure who the best person is to talk to regarding this I know OSS is creating a work sheet for each <STYLE> <PRODUCT> but would it be possible to get the lock added so the in the factory know which lock to pick I have attached a copy of the rules which states lock sizes on pages <NUMBER> <NUMBER> Any questions please give me a shout <NAME> <NAME> <NAME> Research and Development <EMAIL>']
Action,['Stock <PRODUCT> <PRODUCT> Glass Types Regarding the stock panels with glazing the only glazing option type we stock is the matt finish we have a couple of orders with clear glazing that are on the <NUMBER> <TIME> lead We have been emailed by purchasing advising we need to contact customers advising of the longer lead times <NAME> <NAME> South Region <NUMBER> <NUMBER>']
Action,['Business Manager amendments <NAME> is going to look after several customers and we have discovered her name is not correct Could someone amend her surname to show <NAME> <NAME> please <NAME>']
Action,['Barrel options on OSS All We are still showing Magnum as an upgrade option for the barrels on OSS Can you please let me know if this can be changed to read ATK Please see the image below <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['<COMPANY> <NUMBER> OSS Project Specification On the project spec for <COMPANY> <NUMBER> under <PRODUCT> <PRODUCT> please can you amend the panel colour to be <COLOUR> not <COLOUR> as a standard to match the frames <NAME>']
Action,['<STYLE> Config Are we able to add a <NUMBER> configuration to the <STYLE> <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>']
Action,['<NUMBER> bit of a conflict the booklet <NUMBER> shows a cream colour on OSS says pure <COLOUR> can someone please look into this and decide which is correct colour as my agent wants to order but is confused <NAME> <NAME>']
Action,['Stock <PRODUCT> <PRODUCT> Glass Types Regarding the stock panels with glazing the only glazing option type we stock is the matt finish we have a couple of orders with clear glazing that are on the <NUMBER> <TIME> lead We have been emailed by purchasing advising we need to contact customers advising of the longer lead times <NAME> <NAME> South Region <NUMBER> <NUMBER>']
Action,['Commercial Gear Boxes in OSS <NAME> Can we have commercial gearboxes added as an option in the configurations in OSS We are doing more commercial projects and would like to be able to quote and order this when needed Standard Gear Box each <NUMBER> Commercial Gear Box each <NUMBER> <NAME> <NAME> <EMAIL> ']
Action,['<COMPANY> <NUMBER> OSS Project Specification On the project spec for <COMPANY> <NUMBER> under <PRODUCT> <PRODUCT> please can you amend the panel colour to be <COLOUR> not <COLOUR> as a standard to match the frames <NAME>']
Action,['Actual Delivery Date Formatting in EASI Can we please have the actual date revert back to US formatting <NUMBER> <NUMBER>']
Action,['<NUMBER> bit of a conflict the booklet <NUMBER> shows a cream colour on OSS says pure <COLOUR> can someone please look into this and decide which is correct colour as my agent wants to order but is confused <NAME> <NAME>']
Action,['FW Missing Designs on OSS All Can you please see the attached <PRODUCT> designs that <NAME> has requested be added to OSS <NAME> ']
Action,['FW Signed UK order for US <PRODUCT> order <NUMBER> Glass size issue Mullions Transoms in all fixed <PRODUCT> for the US have the legs removed as part of the manufacturing process which is why we are deliberately adding an extra <LENGTH> to glass sizes for US fixed <PRODUCT> Im pretty sure Logikal isnt reflecting this so we should be using the OSS glass dimensions <NAME>']
Action,['Order Confirmation Now the requirement for people to their guarantee is no longer necessary we are going to need to tell partners of the relevant information that still needs to be passed across to their customers Therefore could the following be added onto the OSS order confirmation please for choosing Origin These products are guaranteed for up to <TIME> depending on location from the date of delivery and theres no need for your customer to register their guarantee as this is all taken care of Please see the following links for some useful information Terms and conditions of the warranty <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['Add User Request to add user <NAME> Team I need to add the following business manager re to Easi Admin <NAME> and have a wonderful <TIME> <NAME> <NAME>']
Action,['SAGE Customers via API EA Team As part of the customer integration please can we have a button on EA to push through a customer to SAGE on demand via the API This is required for customers for whom we want to raise a <PRODUCT> quote order on SAGE <NAME> I think well also need to transfer the sales rep info and therefore set up some mapping of rep data in EA to SAGE If we dont do this from the start then our rep data reporting will be inaccurate and well need to do further updates to the SAGE rep data in the future to remedy this Can you confirm if you also feel this is required If we have this data in place do we need to carry across the rep in the order integration too <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>']
Action,['Add User Request to add user <NAME> Team I need to add the following business manager re to Easi Admin <NAME> and have a wonderful <TIME> <NAME> <NAME>']
Action,['Onboarding Direct Report <NAME> Could I ask a couple of things for me please Add in EA in the Internal Sales tab Try Oss this is to categorize the customer that contact us to try OSS through our Website Report I need a report with the companies that are Direct or Onboarding in Internal Sales or Business Manager on EA Need to check they are correctly allocated or amend them properly as would required a revenue report later Revenue Report Able to run a <TIME> report selecting only currently Onboarding and Direct customers I did this before but it is run all the BDMs and could be possible to do it individually Let me know if you need further information as I can speak to you directly if you dont understand anything in advance']
